Kod wewnętrzny,Nazwa,Kod roboczy,Przyjęto,Sprzedaż,Suma,Brutto,Zwrócono,koszt-jednostka,koszt-przyjęcie,20%,Uszkodzenia - Przyjęcie,Uszkodzenia - Zwrot,source_file,source_sheet,source_sheet_clean,report_date_raw,spot_id_raw,load_timestamp,30%,Paczki 2,Paczki 1
,Produkt CAT10-X-2-1,CAT10-X-2-1,2,1,1,18.73,0,3.61,7.22,0,0,0,02.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,02.03.26,11,2026-04-20 17:42:39.993432,,,
,Produkt CAT22-1-1,CAT22-1-1,2,2,2,49.75,0,3.74,7.48,0,0,0,02.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,02.03.26,11,2026-04-20 17:42:39.993432,,,
,Produkt CAT01-X-3-1,CAT01-X-3-1,5,1,1,17.1,0,6.61,33.05,0,0,0,02.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,02.03.26,11,2026-04-20 17:42:39.993432,,,
,Produkt CAT13-X-3-1,CAT13-X-3-1,4,0,0,0.0,0,1.82,7.28,0,0,0,02.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,02.03.26,11,2026-04-20 17:42:39.993432,,,
,Produkt CAT10-X-1-1,CAT10-X-1-1,2,0,0,0.0,0,4.95,9.9,0,0,0,02.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,02.03.26,11,2026-04-20 17:42:39.993432,,,
C3J0C3J0H8,Produkt CAT14-1 C3J0C3J0H8,CAT14-1,4,1,1,8.59,0,1.52,6.08,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3F6J0E5F6,Produkt CAT01-1-1 C3F6J0E5F6,CAT01-1-1,3,3,3,61.75,0,4.26,12.78,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3F6J0D4I9,Produkt CAT07-1-1 C3F6J0D4I9,CAT07-1-1,3,1,1,18.2,0,4.09,12.27,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3E5C3B2I9,Produkt CAT16-1 C3E5C3B2I9,CAT16-1,2,2,2,26.5,0,1.95,3.9,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3J0G7J0E5,Produkt CAT01-4-1 C3J0G7J0E5,CAT01-4-1,3,3,3,81.3,0,8.39,25.17,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
D4A1B2A1F6,Produkt CAT02-1-1 D4A1B2A1F6,CAT02-1-1,2,2,2,31.88,0,2.26,4.52,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3F6C3E5E5,Produkt CAT04-2-1 C3F6C3E5E5,CAT04-2-1,1,1,1,13.18,0,4.21,4.21,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
B2G7I9C3C3,Produkt CAT05-3 B2G7I9C3C3,CAT05-3,3,3,3,48.79,0,6.01,18.03,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Dodatek 02,DODATEK-02,2,2,2,34.08,0,3.81,7.62,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Dodatek 09,DODATEK-09,3,3,3,2.55,0,0.6,1.8,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
B2J0H8D4A1,Produkt CAT05-1 B2J0H8D4A1,CAT05-1,4,3,4,51.29,0,6.05,24.2,1,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3J0B2J0F6,Produkt CAT16-3 C3J0B2J0F6,CAT16-3,4,3,3,34.89,0,1.59,6.36,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3J0B2B2G7,Produkt CAT16-2 C3J0B2B2G7,CAT16-2,2,2,2,22.88,0,1.03,2.06,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3J0G7I9D4,Produkt CAT09-1-1 C3J0G7I9D4,CAT09-1-1,3,1,1,13.87,0,4.65,13.95,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3I9I9H8D4,Produkt CAT01-2-1 C3I9I9H8D4,CAT01-2-1,7,6,7,116.01,0,3.56,24.92,1,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3A1F6A1C3,Produkt CAT18-2 C3A1F6A1C3,CAT18-2,2,2,2,45.14,0,2.33,4.66,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3I9E5F6D4,Produkt CAT13-2-1 C3I9E5F6D4,CAT13-2-1,1,1,1,9.66,0,2.33,2.33,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3A1E5D4E5,Produkt CAT17-4 C3A1E5D4E5,CAT17-4,2,1,1,19.47,0,4.03,8.06,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3A1E5C3J0,Produkt CAT17-1 C3A1E5C3J0,CAT17-1,3,2,2,32.97,0,5.04,15.12,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3B2H8B2C3,Produkt CAT03-2-1 C3B2H8B2C3,CAT03-2-1,1,1,1,10.22,0,4.22,4.22,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3G7F6A1A1,Produkt CAT13-1-1 C3G7F6A1A1,CAT13-1-1,1,1,1,13.0,0,3.84,3.84,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3H8G7B2I9,Produkt CAT01-3-1 C3H8G7B2I9,CAT01-3-1,3,3,3,75.7,0,4.22,12.66,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3J0G7J0D4,Produkt CAT06-1-1 C3J0G7J0D4,CAT06-1-1,1,1,1,15.38,0,4.35,4.35,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Dodatek 08,DODATEK-08,1,1,1,1.26,0,0.28,0.28,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3A1F6A1B2,Produkt CAT18-1 C3A1F6A1B2,CAT18-1,2,2,2,43.53,0,3.68,7.36,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3A1F6A1E5,Produkt CAT18-3 C3A1F6A1E5,CAT18-3,3,1,1,14.4,0,3.53,10.59,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
B2H8C3A1C3,Produkt CAT05-2 B2H8C3A1C3,CAT05-2,2,1,1,17.84,0,5.79,11.58,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3F6B2G7E5,Dodatek 01,DODATEK-01,3,0,0,0.0,0,2.92,8.76,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
G7E5D4H8,Produkt CAT03-1-1 G7E5D4H8,CAT03-1-1,1,0,0,0.0,0,3.52,3.52,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
I9A1C3H8,Produkt CAT19-1 I9A1C3H8,CAT19-1,4,0,0,0.0,0,3.85,15.4,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
I9A1C3I9,Produkt CAT20-1 I9A1C3I9,CAT20-1,4,0,0,0.0,0,3.54,14.16,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3H8I9A1G7,Produkt CAT14-2 C3H8I9A1G7,CAT14-2,2,0,0,0.0,0,2.47,4.94,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
D4A1A1D4F6,Produkt CAT14-3 D4A1A1D4F6,CAT14-3,2,0,0,0.0,0,1.97,3.94,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3A1E5C3I9,Produkt CAT17-2 C3A1E5C3I9,CAT17-2,3,0,0,0.0,0,4.83,14.49,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
C3F6D4G7D4,Produkt CAT17-3 C3F6D4G7D4,CAT17-3,2,0,0,0.0,0,3.72,7.44,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Dodatek 03,DODATEK-03,2,0,0,0.0,0,2.78,5.56,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT01-X-1-1,CAT01-X-1-1,2,2,2,53.52,0,7.26,14.52,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT01-X-3-1,CAT01-X-3-1,2,2,2,54.48,0,6.61,13.22,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT10-X-1-1,CAT10-X-1-1,2,2,2,33.07,0,4.95,9.9,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT10-X-2-1,CAT10-X-2-1,2,2,2,36.19,0,3.61,7.22,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT13-X-4-1,CAT13-X-4-1,2,2,2,15.86,0,1.68,3.36,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT01-X-2-1,CAT01-X-2-1,1,1,1,18.44,0,5.96,5.96,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT22-1-1,CAT22-1-1,5,2,3,67.26,0,3.74,18.7,1,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT11-X-1-1,CAT11-X-1-1,1,1,1,16.76,0,4.24,4.24,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT23-1-1,CAT23-1-1,5,4,5,96.89,0,3.93,19.65,1,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT21-1-1,CAT21-1-1,4,3,3,72.37,0,6.61,26.44,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT06-X-1-1,CAT06-X-1-1,1,1,1,8.81,0,4.79,4.79,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT01-X-4-1,CAT01-X-4-1,2,2,2,44.12,0,6.07,12.14,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT01-X-5-1,CAT01-X-5-1,2,1,2,31.55,0,5.46,10.92,1,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT21-1-1,C-CAT21-1-1,0,1,1,25.44,0,,,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT13-X-1-1,CAT13-X-1-1,4,3,3,38.29,0,1.37,5.48,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT06-X-2-1,CAT06-X-2-1,1,0,0,0.0,0,4.25,4.25,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT10-X-4-1,CAT10-X-4-1,2,0,0,0.0,0,4.81,9.62,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT10-X-3-1,CAT10-X-3-1,2,0,0,0.0,0,3.72,7.44,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT13-X-3-1,CAT13-X-3-1,2,0,0,0.0,0,1.82,3.64,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
,Produkt CAT13-X-2-1,CAT13-X-2-1,4,0,0,0.0,0,1.76,7.04,0,0,0,02.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,02.03.26,16,2026-04-20 17:42:39.993432,,,
B2J0H8D4A1,Produkt CAT05-1 B2J0H8D4A1,CAT05-1,1,1,1,13.89,0,6.05,6.05,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
G7E5D4H8,Produkt CAT03-1-1 G7E5D4H8,CAT03-1-1,2,1,2,32.83,0,3.52,7.04,1,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3J0G7J0E5,Produkt CAT01-4-1 C3J0G7J0E5,CAT01-4-1,3,3,3,53.41,0,8.39,25.17,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3F6J0E5F6,Produkt CAT01-1-1 C3F6J0E5F6,CAT01-1-1,2,2,2,44.38,0,4.26,8.52,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3F6J0D4I9,Produkt CAT07-1-1 C3F6J0D4I9,CAT07-1-1,3,2,3,42.87,0,4.09,12.27,1,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3J0B2J0F6,Produkt CAT16-3 C3J0B2J0F6,CAT16-3,2,2,2,22.84,0,1.59,3.18,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Dodatek 08,DODATEK-08,13,13,13,13.65,0,0.28,3.64,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Dodatek 06,DODATEK-06,15,7,15,86.36,0,1.15,17.25,8,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
D4A1B2A1F6,Produkt CAT02-1-1 D4A1B2A1F6,CAT02-1-1,2,2,2,52.95,0,2.26,4.52,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Dodatek 10,DODATEK-10,1,1,1,1.65,0,0.4,0.4,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3I9E5F6D4,Produkt CAT13-2-1 C3I9E5F6D4,CAT13-2-1,4,2,4,42.93,0,2.33,9.32,2,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3F6C3E5E5,Produkt CAT04-2-1 C3F6C3E5E5,CAT04-2-1,3,1,3,33.05,0,4.21,12.63,2,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Dodatek 09,DODATEK-09,4,4,4,3.75,0,0.6,2.4,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
B2G7I9C3C3,Produkt CAT05-3 B2G7I9C3C3,CAT05-3,2,2,2,39.71,0,6.01,12.02,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
I9A1C3H8,Produkt CAT19-1 I9A1C3H8,C-CAT19-1,0,0,1,8.71,0,,,1,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
B2H8C3A1C3,Produkt CAT05-2 B2H8C3A1C3,CAT05-2,2,1,1,20.72,0,5.79,11.58,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
B2H8C3A1C3,Produkt CAT05-2 B2H8C3A1C3,C-CAT05-2,0,0,1,12.05,0,,,1,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Dodatek 03,DODATEK-03,8,2,2,27.3,0,2.78,22.24,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3I9I9H8D4,Produkt CAT01-2-1 C3I9I9H8D4,C-CAT01-2-1,0,0,1,24.55,0,,,1,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3J0G7I9D4,Produkt CAT09-1-1 C3J0G7I9D4,C-CAT09-1-1,0,0,1,10.71,0,,,1,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3A1E5D4E5,Produkt CAT17-4 C3A1E5D4E5,CAT17-4,2,1,1,13.75,0,4.03,8.06,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3G7F6A1A1,Produkt CAT13-1-1 C3G7F6A1A1,CAT13-1-1,2,1,1,12.6,0,3.84,7.68,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3F6B2G7E5,Dodatek 01,DODATEK-01,2,1,1,11.06,0,2.92,5.84,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3E5C3B2I9,Produkt CAT16-1 C3E5C3B2I9,CAT16-1,1,1,1,14.73,0,1.95,1.95,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3J0G7J0D4,Produkt CAT06-1-1 C3J0G7J0D4,CAT06-1-1,3,1,1,11.06,0,4.35,13.05,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3I9I9H8D4,Produkt CAT01-2-1 C3I9I9H8D4,CAT01-2-1,5,3,3,50.06,0,3.56,17.8,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3H8G7B2I9,Produkt CAT01-3-1 C3H8G7B2I9,CAT01-3-1,2,2,2,50.41,0,4.22,8.44,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3A1F6A1C3,Produkt CAT18-2 C3A1F6A1C3,CAT18-2,2,0,1,10.1,0,2.33,4.66,1,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3A1F6A1E5,Produkt CAT18-3 C3A1F6A1E5,CAT18-3,3,2,2,38.41,0,3.53,10.59,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Dodatek 02,DODATEK-02,3,1,1,18.09,0,3.81,11.43,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3H8I9A1G7,Produkt CAT14-2 C3H8I9A1G7,CAT14-2,5,1,1,9.83,0,2.47,12.35,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
I9A1C3I9,Produkt CAT20-1 I9A1C3I9,CAT20-1,1,1,1,7.75,0,3.54,3.54,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3F6D4G7D4,Produkt CAT17-3 C3F6D4G7D4,CAT17-3,3,1,1,19.04,0,3.72,11.16,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3J0B2B2G7,Produkt CAT16-2 C3J0B2B2G7,CAT16-2,2,0,0,0.0,0,1.03,2.06,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3J0G7I9D4,Produkt CAT09-1-1 C3J0G7I9D4,CAT09-1-1,3,0,0,0.0,0,4.65,13.95,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3B2H8B2C3,Produkt CAT03-2-1 C3B2H8B2C3,CAT03-2-1,3,0,0,0.0,1,4.22,12.66,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
I9A1C3H8,Produkt CAT19-1 I9A1C3H8,CAT19-1,2,0,0,0.0,0,3.85,7.7,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3J0C3J0H8,Produkt CAT14-1 C3J0C3J0H8,CAT14-1,5,0,0,0.0,0,1.52,7.6,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
D4A1A1D4F6,Produkt CAT14-3 D4A1A1D4F6,CAT14-3,5,0,0,0.0,1,1.97,9.85,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3A1F6A1B2,Produkt CAT18-1 C3A1F6A1B2,CAT18-1,2,0,0,0.0,0,3.68,7.36,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3A1E5C3J0,Produkt CAT17-1 C3A1E5C3J0,CAT17-1,3,0,0,0.0,0,5.04,15.12,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
C3A1E5C3I9,Produkt CAT17-2 C3A1E5C3I9,CAT17-2,3,0,0,0.0,0,4.83,14.49,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Produkt CAT06-X-1-1,CAT06-X-1-1,2,2,2,27.13,0,4.79,9.58,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Produkt CAT01-X-1-1,CAT01-X-1-1,4,3,4,60.43,0,7.26,29.04,1,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Produkt CAT01-X-5-1,CAT01-X-5-1,2,2,2,45.38,0,5.46,10.92,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Produkt CAT01-X-3-1,CAT01-X-3-1,3,3,3,54.08,0,6.61,19.83,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Produkt CAT13-X-4-1,CAT13-X-4-1,2,1,2,18.87,0,1.68,3.36,1,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Produkt CAT10-X-2-1,CAT10-X-2-1,1,1,1,19.89,0,3.61,3.61,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Produkt CAT11-X-1-1,CAT11-X-1-1,2,2,2,38.65,0,4.24,8.48,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Produkt CAT13-X-3-1,CAT13-X-3-1,2,2,2,15.11,0,1.82,3.64,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Produkt CAT21-1-1,CAT21-1-1,2,2,2,40.07,0,6.61,13.22,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Produkt CAT10-X-3-1,CAT10-X-3-1,4,3,3,41.57,0,3.72,14.88,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
,Produkt CAT01-X-4-1,CAT01-X-4-1,4,3,3,44.23,0,6.07,24.28,0,0,0,02.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,02.03.26,21,2026-04-20 17:42:39.993432,,,
